1705TV0390;37686Y023;16/10/2025 05:00:00;196453;15,0;
1705TV0390;37686Y023;16/10/2025 04:45:00;196438;13,0;
1705TV0390;37686Y023;16/10/2025 04:30:00;196425;12,0;
1705TV0390;37686Y023;16/10/2025 04:15:00;196413;16,0;
1705TV0390;37686Y023;16/10/2025 04:00:00;196397;17,0;
1705TV0390;37686Y023;16/10/2025 03:45:00;196380;16,0;
1705TV0390;37686Y023;16/10/2025 03:30:00;196364;13,0;
1705TV0390;37686Y023;16/10/2025 03:15:00;196351;12,0;
1705TV0390;37686Y023;16/10/2025 03:00:00;196339;12,0;
1705TV0390;37686Y023;16/10/2025 02:45:00;196327;11,0;
1705TV0390;37686Y023;16/10/2025 02:30:00;196316;14,0;
1705TV0390;37686Y023;16/10/2025 02:15:00;196302;14,0;
1705TV0390;37686Y023;16/10/2025 02:00:00;196288;15,0;
1705TV0390;37686Y023;16/10/2025 01:45:00;196273;13,0;
1705TV0390;37686Y023;16/10/2025 01:30:00;196260;14,0;
1705TV0390;37686Y023;16/10/2025 01:15:00;196246;15,0;
1705TV0390;37686Y023;16/10/2025 01:00:00;196231;11,0;
1705TV0390;37686Y023;16/10/2025 00:45:00;196220;15,0;
1705TV0390;37686Y023;16/10/2025 00:30:00;196205;12,0;
1705TV0390;37686Y023;16/10/2025 00:15:00;196193;13,0;
1705TV0390;37686Y023;16/10/2025 00:00:00;196180;15,0;
1705TV0390;37686Y023;15/10/2025 23:45:00;196165;13,0;
1705TV0390;37686Y023;15/10/2025 23:30:00;196152;13,0;
1705TV0390;37686Y023;15/10/2025 23:15:00;196139;15,0;
1705TV0390;37686Y023;15/10/2025 23:00:00;196124;15,0;
1705TV0390;37686Y023;15/10/2025 22:45:00;196109;18,0;
1705TV0390;37686Y023;15/10/2025 22:30:00;196091;15,0;
1705TV0390;37686Y023;15/10/2025 22:15:00;196076;18,0;
1705TV0390;37686Y023;15/10/2025 22:00:00;196058;16,0;
1705TV0390;37686Y023;15/10/2025 21:45:00;196042;12,0;
1705TV0390;37686Y023;15/10/2025 21:30:00;196030;8,0;
1705TV0390;37686Y023;15/10/2025 21:15:00;196022;12,0;
1705TV0390;37686Y023;15/10/2025 21:00:00;196010;16,0;
1705TV0390;37686Y023;15/10/2025 20:45:00;195994;12,0;
1705TV0390;37686Y023;15/10/2025 20:30:00;195982;12,0;
1705TV0390;37686Y023;15/10/2025 20:15:00;195970;12,0;
1705TV0390;37686Y023;15/10/2025 20:00:00;195958;11,0;
1705TV0390;37686Y023;15/10/2025 19:45:00;195947;16,0;
1705TV0390;37686Y023;15/10/2025 19:30:00;195931;13,0;
1705TV0390;37686Y023;15/10/2025 19:15:00;195918;7,0;
1705TV0390;37686Y023;15/10/2025 19:00:00;195911;6,0;
1705TV0390;37686Y023;15/10/2025 18:45:00;195905;7,0;
1705TV0390;37686Y023;15/10/2025 18:30:00;195898;12,0;
1705TV0390;37686Y023;15/10/2025 18:15:00;195886;11,0;
1705TV0390;37686Y023;15/10/2025 18:00:00;195875;17,0;
1705TV0390;37686Y023;15/10/2025 17:45:00;195858;11,0;
1705TV0390;37686Y023;15/10/2025 17:30:00;195847;12,0;
1705TV0390;37686Y023;15/10/2025 17:15:00;195835;14,0;
1705TV0390;37686Y023;15/10/2025 17:00:00;195821;16,0;
1705TV0390;37686Y023;15/10/2025 16:45:00;195805;13,0;
1705TV0390;37686Y023;15/10/2025 16:30:00;195792;12,0;
1705TV0390;37686Y023;15/10/2025 16:15:00;195780;14,0;
1705TV0390;37686Y023;15/10/2025 16:00:00;195766;9,0;
1705TV0390;37686Y023;15/10/2025 15:45:00;195757;12,0;
1705TV0390;37686Y023;15/10/2025 15:30:00;195745;10,0;
1705TV0390;37686Y023;15/10/2025 15:15:00;195735;12,0;
1705TV0390;37686Y023;15/10/2025 15:00:00;195723;10,0;
1705TV0390;37686Y023;15/10/2025 14:45:00;195713;9,0;
1705TV0390;37686Y023;15/10/2025 14:30:00;195704;14,0;
1705TV0390;37686Y023;15/10/2025 14:15:00;195690;10,0;
1705TV0390;37686Y023;15/10/2025 14:00:00;195680;10,0;
1705TV0390;37686Y023;15/10/2025 13:45:00;195670;11,0;
1705TV0390;37686Y023;15/10/2025 13:30:00;195659;11,0;
1705TV0390;37686Y023;15/10/2025 13:15:00;195648;15,0;
1705TV0390;37686Y023;15/10/2025 13:00:00;195633;21,0;
1705TV0390;37686Y023;15/10/2025 12:45:00;195612;23,0;
1705TV0390;37686Y023;15/10/2025 12:30:00;195589;18,0;
1705TV0390;37686Y023;15/10/2025 12:15:00;195571;16,0;
1705TV0390;37686Y023;15/10/2025 12:00:00;195555;19,0;
1705TV0390;37686Y023;15/10/2025 11:45:00;195536;26,0;
1705TV0390;37686Y023;15/10/2025 11:30:00;195510;21,0;
1705TV0390;37686Y023;15/10/2025 11:15:00;195489;17,0;
